Regions,City,Latitude,Longitude,Murder,Rape,Kidnapping,Robbery,Holding hostage,Riot,Arson,Assault,Covid
Kurthaul ,Patna,,,0,0,0,0,0,0,0,0,0
Lodipur ,Patna,,,0,0,0,0,0,0,0,0,0
Kurji,Patna,,,0,0,0,0,0,0,0,0,0
Lohia Nagar ,Patna,,,0,0,0,0,0,0,0,0,0
Machhua Toli ,Patna,,,0,0,0,0,0,0,0,0,0
Mahendru ,Patna,,,0,0,0,0,0,0,0,0,0
Marufganj,Patna,,,0,0,0,0,0,0,0,0,0
Muradpur,Patna,,,0,0,0,0,0,0,0,0,0
Mithapur,Patna,,,0,0,0,0,0,0,0,0,0
Malahi Pakri Road,Patna,,,0,0,0,0,0,0,0,0,0
Old Jakkanpur ,Patna,,,0,0,0,0,0,0,0,0,0
Patna High Court ,Patna,,,0,0,0,0,0,0,0,0,0
Patliputra Colony ,Patna,,,0,0,0,0,0,0,0,0,0
Secretariat,Patna,,,0,0,0,0,0,0,0,0,0
Phulwari Sharif ,Patna,,,0,0,0,0,0,0,0,0,0
Hanuman Nagar ,Patna,,,0,0,0,0,0,0,0,0,0
Patna City Chowk ,Patna,,,0,0,0,0,0,0,0,0,0
Patna University,Patna,,,0,0,0,0,0,0,0,0,0
New Punaichak ,Patna,,,0,0,0,0,0,0,0,0,0
Raja Bazar,Patna,,,0,0,0,0,0,0,0,0,0
Sdaquat Ashram,Patna,,,0,0,0,0,0,0,0,0,0
Saidpur ,Patna,,,0,0,0,0,0,0,0,0,0
Rajapur ,Patna,,,0,0,0,0,0,0,0,0,0
Saguna More,Patna,,,0,0,0,0,0,0,0,0,0
Raj Bhavan ,Patna,,,0,0,0,0,0,0,0,0,0
Rukanpura,Patna,,,0,0,0,0,0,0,0,0,0
Sadikpur ,Patna,,,0,0,0,0,0,0,0,0,0
Shastri Nagar,Patna,,,0,0,0,0,0,0,0,0,0
Sheikhpura,Patna,,,0,0,0,0,0,0,0,0,0
Alandi Road ,Pune,,,0,0,0,0,0,0,0,0,0
Ambegaon Budruk ,Pune,,,0,0,0,0,0,0,0,0,0
Anandnagar ,Pune,,,0,0,0,0,0,0,0,0,0
Aundh ,Pune,,,0,0,0,0,0,0,0,0,0
Aundh Road ,Pune,,,0,0,0,0,0,0,0,0,0
Balaji Nagar ,Pune,,,0,0,0,0,0,0,0,0,0
Baner ,Pune,,,0,0,0,0,0,0,0,0,0
Baner road ,Pune,,,0,0,0,0,0,0,0,0,0
Bhandarkar Road ,Pune,,,0,0,0,0,0,0,0,0,0
Bhavani Peth ,Pune,,,0,0,0,0,0,0,0,0,0
Bibvewadi ,Pune,,,0,0,0,0,0,0,0,0,0
Bopodi ,Pune,,,0,0,0,0,0,0,0,0,0
Budhwar Peth ,Pune,,,0,0,0,0,0,0,0,0,0
Bund Garden Road ,Pune,,,0,0,0,0,0,0,0,0,0
Camp ,Pune,,,0,0,0,0,0,0,0,0,0
Chandan Nagar ,Pune,,,0,0,0,0,0,0,0,0,0
Dapodi ,Pune,,,0,0,0,0,0,0,0,0,0
Deccan Gymkhana ,Pune,,,0,0,0,0,0,0,0,0,0
Dehu Road ,Pune,,,0,0,0,0,0,0,0,0,0
Dhankawadi ,Pune,,,0,0,0,0,0,0,0,0,0
Dhayari Phata ,Pune,,,0,0,0,0,0,0,0,0,0
Dhole Patil Road ,Pune,,,0,0,0,0,0,0,0,0,0
Erandwane ,Pune,,,0,0,0,0,0,0,0,0,0
Fatima Nagar ,Pune,,,0,0,0,0,0,0,0,0,0
Fergusson College Road ,Pune,,,0,0,0,0,0,0,0,0,0
Ganesh Peth ,Pune,,,0,0,0,0,0,0,0,0,0
Ganeshkhind ,Pune,,,0,0,0,0,0,0,0,0,0
Ghorpade Peth ,Pune,,,0,0,0,0,0,0,0,0,0
Ghorpadi ,Pune,,,0,0,0,0,0,0,0,0,0
Gokhale Nagar ,Pune,,,0,0,0,0,0,0,0,0,0
Gultekdi ,Pune,,,0,0,0,0,0,0,0,0,0
Guruwar peth ,Pune,,,0,0,0,0,0,0,0,0,0
Hadapsar ,Pune,,,0,0,0,0,0,0,0,0,0
Hadapsar Industrial Estate ,Pune,,,0,0,0,0,0,0,0,0,0
Hingne Khurd ,Pune,,,0,0,0,0,0,0,0,0,0
Jangali Maharaj Road ,Pune,,,0,0,0,0,0,0,0,0,0
Kalyani Nagar ,Pune,,,0,0,0,0,0,0,0,0,0
Karve Nagar ,Pune,,,0,0,0,0,0,0,0,0,0
Karve Road ,Pune,,,0,0,0,0,0,0,0,0,0
Kasba Peth ,Pune,,,0,0,0,0,0,0,0,0,0
Katraj ,Pune,,,0,0,0,0,0,0,0,0,0
Khadaki ,Pune,,,0,0,0,0,0,0,0,0,0
Khadki ,Pune,,,0,0,0,0,0,0,0,0,0
Kharadi ,Pune,,,0,0,0,0,0,0,0,0,0
Kondhwa ,Pune,,,0,0,0,0,0,0,0,0,0
Kondhwa Budruk ,Pune,,,0,0,0,0,0,0,0,0,0
Kondhwa Khurd ,Pune,,,0,0,0,0,0,0,0,0,0
Koregaon Park ,Pune,,,0,0,0,0,0,0,0,0,0
Kothrud ,Pune,,,0,0,0,0,0,0,0,0,0
Law College Road ,Pune,,,0,0,0,0,0,0,0,0,0
Laxmi Road ,Pune,,,0,0,0,0,0,0,0,0,0
Lulla Nagar ,Pune,,,0,0,0,0,0,0,0,0,0
Mahatma Gandhi Road ,Pune,,,0,0,0,0,0,0,0,0,0
Mangalwar peth ,Pune,,,0,0,0,0,0,0,0,0,0
Manik Bagh ,Pune,,,0,0,0,0,0,0,0,0,0
Market yard ,Pune,,,0,0,0,0,0,0,0,0,0
Model colony ,Pune,,,0,0,0,0,0,0,0,0,0
Mukund Nagar ,Pune,,,0,0,0,0,0,0,0,0,0
Mundhawa ,Pune,,,0,0,0,0,0,0,0,0,0
Nagar Road ,Pune,,,0,0,0,0,0,0,0,0,0
Nana Peth ,Pune,,,0,0,0,0,0,0,0,0,0
Narayan Peth ,Pune,,,0,0,0,0,0,0,0,0,0
Narayangaon ,Pune,,,0,0,0,0,0,0,0,0,0
Navi Peth ,Pune,,,0,0,0,0,0,0,0,0,0
Padmavati ,Pune,,,0,0,0,0,0,0,0,0,0
Parvati Darshan ,Pune,,,0,0,0,0,0,0,0,0,0
Pashan ,Pune,,,0,0,0,0,0,0,0,0,0
Paud Road ,Pune,,,0,0,0,0,0,0,0,0,0
Pirangut ,Pune,,,0,0,0,0,0,0,0,0,0
Prabhat Road ,Pune,,,0,0,0,0,0,0,0,0,0
Pune Railway Station ,Pune,,,0,0,0,0,0,0,0,0,0
Rasta Peth ,Pune,,,0,0,0,0,0,0,0,0,0
Raviwar Peth ,Pune,,,0,0,0,0,0,0,0,0,0
Sadashiv Peth ,Pune,,,0,0,0,0,0,0,0,0,0
Sahakar Nagar ,Pune,,,0,0,0,0,0,0,0,0,0
Salunke Vihar ,Pune,,,0,0,0,0,0,0,0,0,0
Sasson Road,Pune,,,0,0,0,0,0,0,0,0,0
Satara Road ,Pune,,,0,0,0,0,0,0,0,0,0
Senapati Bapat Road,Pune,,,0,0,0,0,0,0,0,0,0
Shaniwar Peth ,Pune,,,0,0,0,0,0,0,0,0,0
Shivaji Nagar ,Pune,,,0,0,0,0,0,0,0,0,0
Shukrawar Peth ,Pune,,,0,0,0,0,0,0,0,0,0
Sinhagad Road ,Pune,,,0,0,0,0,0,0,0,0,0
Somwar Peth ,Pune,,,0,0,0,0,0,0,0,0,0
Swargate ,Pune,,,0,0,0,0,0,0,0,0,0
Tilak Road ,Pune,,,0,0,0,0,0,0,0,0,0
Uruli Devachi ,Pune,,,0,0,0,0,0,0,0,0,0
Vadgaon Budruk ,Pune,,,0,0,0,0,0,0,0,0,0
Wadgaon Sheri ,Pune,,,0,0,0,0,0,0,0,0,0
Viman Nagar ,Pune,,,0,0,0,0,0,0,0,0,0
Vishrant Wadi ,Pune,,,0,0,0,0,0,0,0,0,0
Wagholi ,Pune,,,0,0,0,0,0,0,0,0,0
Wakadewadi ,Pune,,,0,0,0,0,0,0,0,0,0
Wanowrie ,Pune,,,0,0,0,0,0,0,0,0,0
Warje ,Pune,,,0,0,0,0,0,0,0,0,0
Yerawada ,Pune,,,0,0,0,0,0,0,0,0,0
150 Feet Ring Road ,Rajkot,,,0,0,0,0,0,0,0,0,0
Amin Marg ,Rajkot,,,0,0,0,0,0,0,0,0,0
Bhakti Nagar ,Rajkot,,,0,0,0,0,0,0,0,0,0
Bhavnagar Road,Rajkot,,,0,0,0,0,0,0,0,0,0
Canal Road ,Rajkot,,,0,0,0,0,0,0,0,0,0
Dharmendra Road ,Rajkot,,,0,0,0,0,0,0,0,0,0
Dhebar Road ,Rajkot,,,0,0,0,0,0,0,0,0,0
Dr. Yagnik Road ,Rajkot,,,0,0,0,0,0,0,0,0,0
Gondal Road ,Rajkot,,,0,0,0,0,0,0,0,0,0
Gundawadi ,Rajkot,,,0,0,0,0,0,0,0,0,0
Harihar Chowk ,Rajkot,,,0,0,0,0,0,0,0,0,0
Jay Nath Foundry ,Rajkot,,,0,0,0,0,0,0,0,0,0
Jamnagar Road ,Rajkot,,,0,0,0,0,0,0,0,0,0
Jawahar Road ,Rajkot,,,0,0,0,0,0,0,0,0,0
Kalawad Road ,Rajkot,,,0,0,0,0,0,0,0,0,0
Kanak Road ,Rajkot,,,0,0,0,0,0,0,0,0,0
Karanpara ,Rajkot,,,0,0,0,0,0,0,0,0,0
Kasturba Road ,Rajkot,,,0,0,0,0,0,0,0,0,0
Kotharia Road ,Rajkot,,,0,0,0,0,0,0,0,0,0
Lakhajiraj Road ,Rajkot,,,0,0,0,0,0,0,0,0,0
Laxmiwadi Main Road,Rajkot,,,0,0,0,0,0,0,0,0,0
Limda Chowk ,Rajkot,,,0,0,0,0,0,0,0,0,0
Mangala Main Road ,Rajkot,,,0,0,0,0,0,0,0,0,0
Mavdi ,Rajkot,,,0,0,0,0,0,0,0,0,0
Millpara ,Rajkot,,,0,0,0,0,0,0,0,0,0
Motitanki Chowk ,Rajkot,,,0,0,0,0,0,0,0,0,0
Palace Road ,Rajkot,,,0,0,0,0,0,0,0,0,0
Prahalad Road,Rajkot,,,0,0,0,0,0,0,0,0,0
Raiya ,Rajkot,,,0,0,0,0,0,0,0,0,0
Raiya Road ,Rajkot,,,0,0,0,0,0,0,0,0,0
Rajputpara ,Rajkot,,,0,0,0,0,0,0,0,0,0
Sadar ,Rajkot,,,0,0,0,0,0,0,0,0,0
Sanganawa Chowk ,Rajkot,,,0,0,0,0,0,0,0,0,0
Sardar Nagar ,Rajkot,,,0,0,0,0,0,0,0,0,0
Soni Bazar ,Rajkot,,,0,0,0,0,0,0,0,0,0
Tagore Road ,Rajkot,,,0,0,0,0,0,0,0,0,0
University Road ,Rajkot,,,0,0,0,0,0,0,0,0,0
Vidya Nagar Main Road,Rajkot,,,0,0,0,0,0,0,0,0,0
Adarsh Nagar  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Argora  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Argora Chowk ,Ranchi,,,0,0,0,0,0,0,0,0,0
Ashok Nagar  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Bahu Bazaar ,Ranchi,,,0,0,0,0,0,0,0,0,0
Balsiring ,Ranchi,,,0,0,0,0,0,0,0,0,0
Bara Ghagra  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Bariatu Road ,Ranchi,,,0,0,0,0,0,0,0,0,0
Bhumiartoli  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Birsa Nagar  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Bogaicholi  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Booti More ,Ranchi,,,0,0,0,0,0,0,0,0,0
Booty Road  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Burdwan Compound ,Ranchi,,,0,0,0,0,0,0,0,0,0
Chutia ,Ranchi,,,0,0,0,0,0,0,0,0,0
Circular Road ,Ranchi,,,0,0,0,0,0,0,0,0,0
Daladili Bhonda Road,Ranchi,,,0,0,0,0,0,0,0,0,0
Daud Nagar  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Delatoli  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Dhurwa  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Dibdih  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Doranda  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Dwarikapuri  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Firayalal ,Ranchi,,,0,0,0,0,0,0,0,0,0
Gandhi Nagar Colony  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Gitilpiri  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Gosaintola  ,Ranchi,,,0,0,0,0,0,0,0,0,0
H.B. Road ,Ranchi,,,0,0,0,0,0,0,0,0,0
Harihar Singh Road ,Ranchi,,,0,0,0,0,0,0,0,0,0
Harmu Colony Road,Ranchi,,,0,0,0,0,0,0,0,0,0
Harmu Housing Colony ,Ranchi,,,0,0,0,0,0,0,0,0,0
Hatiya  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Hazaribag Road ,Ranchi,,,0,0,0,0,0,0,0,0,0
Hesag  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Hindpiri  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Hinoo ,Ranchi,,,0,0,0,0,0,0,0,0,0
Income Tax Colony  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Indira Nagar Colony  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Indrapuri Colony  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Industrial Estate  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Jagannathpur  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Jai Prakash Nagar  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Jawahar Nagar  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Kadru ,Ranchi,,,0,0,0,0,0,0,0,0,0
Kali Nagar  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Kalyanpur  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Kanchnatoli  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Kanke  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Kanke Chowk ,Ranchi,,,0,0,0,0,0,0,0,0,0
Kanke Road ,Ranchi,,,0,0,0,0,0,0,0,0,0
Kantatoli ,Ranchi,,,0,0,0,0,0,0,0,0,0
Karam Toli Chowk ,Ranchi,,,0,0,0,0,0,0,0,0,0
Kathalkocha  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Kathartoli  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Kishoreganj ,Ranchi,,,0,0,0,0,0,0,0,0,0
Kokar ,Ranchi,,,0,0,0,0,0,0,0,0,0
Kumhartoli ,Ranchi,,,0,0,0,0,0,0,0,0,0
Kusai  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Kutchery Road ,Ranchi,,,0,0,0,0,0,0,0,0,0
L N Mishra Colony  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Lalpur  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Lalpur Chowk ,Ranchi,,,0,0,0,0,0,0,0,0,0
Latma Road ,Ranchi,,,0,0,0,0,0,0,0,0,0
Maharatoli  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Main Road ,Ranchi,,,0,0,0,0,0,0,0,0,0
Masibari  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Morabadi  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Nagra Toli ,Ranchi,,,0,0,0,0,0,0,0,0,0
Namkum ,Ranchi,,,0,0,0,0,0,0,0,0,0
Nayatoli ,Ranchi,,,0,0,0,0,0,0,0,0,0
New Alkapuri ,Ranchi,,,0,0,0,0,0,0,0,0,0
New Barhi Toli  ,Ranchi,,,0,0,0,0,0,0,0,0,0
New SBI Colony ,Ranchi,,,0,0,0,0,0,0,0,0,0
NH -23 ,Ranchi,,,0,0,0,0,0,0,0,0,0
NH 33 ,Ranchi,,,0,0,0,0,0,0,0,0,0
Old A G Colony  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Pahartoli  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Panchsheel Colony  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Patel Nagar  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Pathalkudwa ,Ranchi,,,0,0,0,0,0,0,0,0,0
Patratoli  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Pithiyatil  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Prem Nagar  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Pundag ,Ranchi,,,0,0,0,0,0,0,0,0,0
Purulia Road ,Ranchi,,,0,0,0,0,0,0,0,0,0
Radium Road ,Ranchi,,,0,0,0,0,0,0,0,0,0
Ramgarh Cantt ,Ranchi,,,0,0,0,0,0,0,0,0,0
Rani Bagan  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Ratu  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Ratu Road ,Ranchi,,,0,0,0,0,0,0,0,0,0
Ring Road ,Ranchi,,,0,0,0,0,0,0,0,0,0
Rishabh Nagar ,Ranchi,,,0,0,0,0,0,0,0,0,0
Samlong  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Shanti Nagar  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Shri Krishna Nagar Colony  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Shukla Colony ,Ranchi,,,0,0,0,0,0,0,0,0,0
Simlia  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Singh More ,Ranchi,,,0,0,0,0,0,0,0,0,0
Siram Toli Chowk ,Ranchi,,,0,0,0,0,0,0,0,0,0
Tiril  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Tongritoli  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Tupudana  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Upper Bazaar ,Ranchi,,,0,0,0,0,0,0,0,0,0
Upper Chutia  ,Ranchi,,,0,0,0,0,0,0,0,0,0
Vikash Nagar ,Ranchi,,,0,0,0,0,0,0,0,0,0
Adajan ,Surat,,,0,0,0,0,0,0,0,0,0
Adajan Road ,Surat,,,0,0,0,0,0,0,0,0,0
Athwa Gate ,Surat,,,0,0,0,0,0,0,0,0,0
Athwalines ,Surat,,,0,0,0,0,0,0,0,0,0
Bhatar Road ,Surat,,,0,0,0,0,0,0,0,0,0
Chowk Bazaar ,Surat,,,0,0,0,0,0,0,0,0,0
City Light Road,Surat,,,0,0,0,0,0,0,0,0,0
Delhi Gate ,Surat,,,0,0,0,0,0,0,0,0,0
Ghod Dod Road ,Surat,,,0,0,0,0,0,0,0,0,0
Katargam ,Surat,,,0,0,0,0,0,0,0,0,0
Majura Gate ,Surat,,,0,0,0,0,0,0,0,0,0
Pandesara ,Surat,,,0,0,0,0,0,0,0,0,0
Parle Point ,Surat,,,0,0,0,0,0,0,0,0,0
Piplod ,Surat,,,0,0,0,0,0,0,0,0,0
Rander ,Surat,,,0,0,0,0,0,0,0,0,0
Rander Road ,Surat,,,0,0,0,0,0,0,0,0,0
Sagrampura ,Surat,,,0,0,0,0,0,0,0,0,0
Station Road ,Surat,,,0,0,0,0,0,0,0,0,0
Udhna Zone ,Surat,,,0,0,0,0,0,0,0,0,0
Varachha Road ,Surat,,,0,0,0,0,0,0,0,0,0
Ved Road ,Surat,,,0,0,0,0,0,0,0,0,0
Ashapur  ,Varanasi,,,0,0,0,0,0,0,0,0,0
Assi Ghat ,Varanasi,,,0,0,0,0,0,0,0,0,0
Ayar  ,Varanasi,,,0,0,0,0,0,0,0,0,0
Bangali Tola ,Varanasi,,,0,0,0,0,0,0,0,0,0
Basani Bazaar ,Varanasi,,,0,0,0,0,0,0,0,0,0
Bazardiha ,Varanasi,,,0,0,0,0,0,0,0,0,0
Bhagwanpur  ,Varanasi,,,0,0,0,0,0,0,0,0,0
Bhelupur ,Varanasi,,,0,0,0,0,0,0,0,0,0
Bhelupura ,Varanasi,,,0,0,0,0,0,0,0,0,0
Bhikhampur ,Varanasi,,,0,0,0,0,0,0,0,0,0
Bhulanpur PSC ,Varanasi,,,0,0,0,0,0,0,0,0,0
Birapatti ,Varanasi,,,0,0,0,0,0,0,0,0,0
Chandpur Industrial Estate ,Varanasi,,,0,0,0,0,0,0,0,0,0
Chetganj ,Varanasi,,,0,0,0,0,0,0,0,0,0
Dafi  ,Varanasi,,,0,0,0,0,0,0,0,0,0
Daranagar  ,Varanasi,,,0,0,0,0,0,0,0,0,0
Dashaswmedh Road,Varanasi,,,0,0,0,0,0,0,0,0,0
Dheerendra Mahila Maha Vidyalaya ,Varanasi,,,0,0,0,0,0,0,0,0,0
DurgaKund ,Varanasi,,,0,0,0,0,0,0,0,0,0
Gai Ghat ,Varanasi,,,0,0,0,0,0,0,0,0,0
Hanumaan Ghat ,Varanasi,,,0,0,0,0,0,0,0,0,0
Harhua ,Varanasi,,,0,0,0,0,0,0,0,0,0
Ishwargangi Pokhra ,Varanasi,,,0,0,0,0,0,0,0,0,0
Jaitpura  ,Varanasi,,,0,0,0,0,0,0,0,0,0
Jansa Bazar ,Varanasi,,,0,0,0,0,0,0,0,0,0
Kamachha Road,Varanasi,,,0,0,0,0,0,0,0,0,0
Kandawa Chauraha ,Varanasi,,,0,0,0,0,0,0,0,0,0
Kedar Ghat,Varanasi,,,0,0,0,0,0,0,0,0,0
Khajuri Road,Varanasi,,,0,0,0,0,0,0,0,0,0
Lahartara ,Varanasi,,,0,0,0,0,0,0,0,0,0
Lanka  ,Varanasi,,,0,0,0,0,0,0,0,0,0
Luxa Road,Varanasi,,,0,0,0,0,0,0,0,0,0
Maheshpur ,Varanasi,,,0,0,0,0,0,0,0,0,0
Mahmoorganj  ,Varanasi,,,0,0,0,0,0,0,0,0,0
Manduadih ,Varanasi,,,0,0,0,0,0,0,0,0,0
Murdaha Bazar ,Varanasi,,,0,0,0,0,0,0,0,0,0
Nagar Mahapalika Hospital ,Varanasi,,,0,0,0,0,0,0,0,0,0
Narayanpur ,Varanasi,,,0,0,0,0,0,0,0,0,0
Naya Ghat,Varanasi,,,0,0,0,0,0,0,0,0,0
Newada ,Varanasi,,,0,0,0,0,0,0,0,0,0
Om Nagar Colony ,Varanasi,,,0,0,0,0,0,0,0,0,0
Paharia ,Varanasi,,,0,0,0,0,0,0,0,0,0
Pandeypur ,Varanasi,,,0,0,0,0,0,0,0,0,0
Phulpur  ,Varanasi,,,0,0,0,0,0,0,0,0,0
Pindra  ,Varanasi,,,0,0,0,0,0,0,0,0,0
Piyari  ,Varanasi,,,0,0,0,0,0,0,0,0,0
Rajpur  ,Varanasi,,,0,0,0,0,0,0,0,0,0
Ramaipatti  ,Varanasi,,,0,0,0,0,0,0,0,0,0
Ramapura Luxa ,Varanasi,,,0,0,0,0,0,0,0,0,0
Rameshwar ,Varanasi,,,0,0,0,0,0,0,0,0,0
Ramnagar  ,Varanasi,,,0,0,0,0,0,0,0,0,0
Sarnath ,Varanasi,,,0,0,0,0,0,0,0,0,0
Shivala  ,Varanasi,,,0,0,0,0,0,0,0,0,0
Shivpur ,Varanasi,,,0,0,0,0,0,0,0,0,0
Shivraj nagar ,Varanasi,,,0,0,0,0,0,0,0,0,0
Shri Kashi Vishwanath Temple ,Varanasi,,,0,0,0,0,0,0,0,0,0
Sidhgiribagh ,Varanasi,,,0,0,0,0,0,0,0,0,0
Sigra  ,Varanasi,,,0,0,0,0,0,0,0,0,0
Sikraul ,Varanasi,,,0,0,0,0,0,0,0,0,0
Sindhora  ,Varanasi,,,0,0,0,0,0,0,0,0,0
Singhpur  ,Varanasi,,,0,0,0,0,0,0,0,0,0
Sunderpur ,Varanasi,,,0,0,0,0,0,0,0,0,0
Susuwahi Road,Varanasi,,,0,0,0,0,0,0,0,0,0
Tapovan Ashram ,Varanasi,,,0,0,0,0,0,0,0,0,0
Vidyapeeth Road ,Varanasi,,,0,0,0,0,0,0,0,0,0
Anu Nagar,Thane,,,0,0,0,0,0,0,0,0,0
Azad Nagar,Thane,,,0,0,0,0,0,0,0,0,0
Balkum,Thane,,,0,0,0,0,0,0,0,0,0
Bhayander Pada,Thane,,,0,0,0,0,0,0,0,0,0
Brahmand,Thane,,,0,0,0,0,0,0,0,0,0
Charai,Thane,,,0,0,0,0,0,0,0,0,0
Diva,Thane,,,0,0,0,0,0,0,0,0,0
Dhokali Naka,Thane,,,0,0,0,0,0,0,0,0,0
Eastern Express Highway,Thane,,,0,0,0,0,0,0,0,0,0
Ghodbander,Thane,,,0,0,0,0,0,0,0,0,0
Ghodbunder Road,Thane,,,0,0,0,0,0,0,0,0,0
Jambli Naka,Thane,,,0,0,0,0,0,0,0,0,0
JK Gram,Thane,,,0,0,0,0,0,0,0,0,0
Kalwa,Thane,,,0,0,0,0,0,0,0,0,0
Kapurbawadi,Thane,,,0,0,0,0,0,0,0,0,0
Kolbad Road,Thane,,,0,0,0,0,0,0,0,0,0
Kolshet Road,Thane,,,0,0,0,0,0,0,0,0,0
Kasarvadaval,Thane,,,0,0,0,0,0,0,0,0,0
Kopri,Thane,,,0,0,0,0,0,0,0,0,0
Khopat,Thane,,,0,0,0,0,0,0,0,0,0
Mumbra,Thane,,,0,0,0,0,0,0,0,0,0
Majiwada,Thane,,,0,0,0,0,0,0,0,0,0
Manpada,Thane,,,0,0,0,0,0,0,0,0,0
Naupada,Thane,,,0,0,0,0,0,0,0,0,0
Panch Pakhadi,Thane,,,0,0,0,0,0,0,0,0,0
Patil Wadi,Thane,,,0,0,0,0,0,0,0,0,0
Patlipada,Thane,,,0,0,0,0,0,0,0,0,0
Pokhran Road,Thane,,,0,0,0,0,0,0,0,0,0
Pokhran Road No.2,Thane,,,0,0,0,0,0,0,0,0,0
Shilphata,Thane,,,0,0,0,0,0,0,0,0,0
Sawarkar Nagar,Thane,,,0,0,0,0,0,0,0,0,0
Shree Nagar,Thane,,,0,0,0,0,0,0,0,0,0
Thane East,Thane,,,0,0,0,0,0,0,0,0,0
Thane West,Thane,,,0,0,0,0,0,0,0,0,0
Teen Hath Naka,Thane,,,0,0,0,0,0,0,0,0,0
Tembhi Naka,Thane,,,0,0,0,0,0,0,0,0,0
Tikuji Ni wadi,Thane,,,0,0,0,0,0,0,0,0,0
Uthalsar,Thane,,,0,0,0,0,0,0,0,0,0
Vartak Nagar,Thane,,,0,0,0,0,0,0,0,0,0
Vasant Vihar,Thane,,,0,0,0,0,0,0,0,0,0
Vishnu Nagar,Thane,,,0,0,0,0,0,0,0,0,0
Waghbil,Thane,,,0,0,0,0,0,0,0,0,0
Wagle Estate,Thane,,,0,0,0,0,0,0,0,0,0
Wagle Industrial Estate,Thane,,,0,0,0,0,0,0,0,0,0
Hirapur Colony,Raipur,,,0,0,0,0,0,0,0,0,0
Kabir Nagar,Raipur,,,0,0,0,0,0,0,0,0,0
Shyam Nagar,Raipur,,,0,0,0,0,0,0,0,0,0
Bhanpuri,Raipur,,,0,0,0,0,0,0,0,0,0
Dubey Colony,Raipur,,,0,0,0,0,0,0,0,0,0
Semariya 2,Raipur,,,0,0,0,0,0,0,0,0,0
Ama Seoni,Raipur,,,0,0,0,0,0,0,0,0,0
Atal Nagar,Raipur,,,0,0,0,0,0,0,0,0,0
Bhatagaon,Raipur,,,0,0,0,0,0,0,0,0,0
Daldal Seoni,Raipur,,,0,0,0,0,0,0,0,0,0
Gudhiyari,Raipur,,,0,0,0,0,0,0,0,0,0
Jivan Vihar,Raipur,,,0,0,0,0,0,0,0,0,0
Kumhari,Raipur,,,0,0,0,0,0,0,0,0,0
Saddu,Raipur,,,0,0,0,0,0,0,0,0,0
