Regions,City,Latitude,Longitude,Murder,Rape,Kidnapping,Robbery,Holding hostage,Riot,Arson,Assault,Covid
Sector 35  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 4  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 46  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 55  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 6  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 7  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector-54  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector-75  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector-78  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector-84  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector-88  ,Faridabad,,,0,0,0,0,0,0,0,0,0
SGM Nagar  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Suraj Kund  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector-28  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 12  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 15A  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 18  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 21 D  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 24  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 27  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 32  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 36  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 41  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 48  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 56  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 62  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 8  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector-31  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector-63  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector-75  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector-80  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector-85  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector-89  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Suraj Kund Road ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 10  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 13  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 16  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 19  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 21A  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 22  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 24  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 29  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 33  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 37  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 42  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 5  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 58  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 64  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 9  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector-43  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector-70  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector-76  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector-81  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector-86  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Shastri Colony  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Surya Nagar  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 11  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 14  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 16A  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 2  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 21B  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 23  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 25  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 3  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 34  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 39  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 45  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 52  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 59  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 65  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector 91  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector-49  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector-72  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector-77  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector-82  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sector-87  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Sehatpur  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Spring Field Colony  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Tikawali ,Faridabad,,,0,0,0,0,0,0,0,0,0
Vinay Nagar  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Yadav Colony  ,Faridabad,,,0,0,0,0,0,0,0,0,0
Abhay Khand  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Ankur Vihar  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Ahinsa Khand-1  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Ansals Chiranjiv Vihar  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Ahinsa Khand 2  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Avantika  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Ambedkar Road  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Bhim Nagar  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Bhram Puri  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Bhuapur  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Chander Nagar  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Crossings Republik Road ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
"National Highway 24, Crossings Republik ",Ghaziabad,,,0,0,0,0,0,0,0,0,0
Dundahera  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Dasna  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Govindpuram  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Gyan Khand 3  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
GT Road  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Gyan Khand IV  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Gyan Khand I  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Gyan Khand II  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Harbans Nagar  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Harsaon  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Indirapuram  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Judges Enclave  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Kamla Nehru Nagar  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Kaushambi  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Kavi Nagar  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Lajpat nagar  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Lal Kuan  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Lohia Nagar  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Loni  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Madhopura  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Marium Nagar  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Madhuban Bapudham  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Model Town  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Maliwara  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Maliwara  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Mohan Nagar  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Nandgram  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Nehru Nagar-III  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Niti Khand I  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Nyay Khand 2  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Naya Ganj  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
NH-24  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Niti Khand II  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Nyay Khand III  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Neelmani Colony  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
NH-24 Bypass  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Niti Khand 3 ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Nehru Nagar II  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
NH-58  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Nyay Khand I  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Panchsheel Enclave  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Pandav Nagar Industrial Area ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Patel Nagar  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Pratap Vihar  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Ramprastha  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Raispur  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Raj Nagar  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Raj Nagar Extension  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Ramprastha  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Sadiqpur  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Sewa Nagar  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Shakti Khand III  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Shalimar Garden Extension II ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Surya Nagar  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Sahibabad  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Shahpur Bamheta  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Shakti Khand IV  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Shastri Nagar  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Swaran Jyanti Puram  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Sanjay Nagar  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Shakti Khand I  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Shalimar Garden  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Shatabdipuram  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Sehani Khurd  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Shakti Khand II  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Shalimar Garden Extention I ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Vaishali  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Vaishali Sector-1  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Vaishali Sector-5  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Vasundhara Sector-12  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Vasundhara Sector-16  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Vasundhara Sector-2C ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Vasundhara Sector-6  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Vijay Nagar  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Vasundhara  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Vaishali Sector-2  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Vasundhara Sector-1  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Vasundhara Sector-13  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Vasundhara Sector-17  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Vasundhara Sector-3  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Vasundhara Sector-7  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Vaibhav Khand  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Vaishali Sector-3  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Vasundhara Sector-10  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Vasundhara Sector-14  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Vasundhara Sector-4  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Vasundhara Sector-8  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Vaishali Extension  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Vaishali Sector-4  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Vasundhara Sector-11  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Vasundhara Sector-15  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Vasundhara Sector-19  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Vasundhara Sector-5  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Vasundhara Sector-9  ,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Daulatpura,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Nasirpur,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Ghaziabad Sector 18,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Ghaziabad Sector 19,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Ghaziabad Sector 22,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Vaishali Sector-9,Ghaziabad,,,0,0,0,0,0,0,0,0,0
Ajanta Path ,Guwahati,,,0,0,0,0,0,0,0,0,0
Ananda Nagar ,Guwahati,,,0,0,0,0,0,0,0,0,0
Ashok Path ,Guwahati,,,0,0,0,0,0,0,0,0,0
Azara ,Guwahati,,,0,0,0,0,0,0,0,0,0
Baghorbori Tiniali ,Guwahati,,,0,0,0,0,0,0,0,0,0
Bamunimaidan ,Guwahati,,,0,0,0,0,0,0,0,0,0
Basistha Chariali ,Guwahati,,,0,0,0,0,0,0,0,0,0
Beharbari Chariali ,Guwahati,,,0,0,0,0,0,0,0,0,0
Beltola ,Guwahati,,,0,0,0,0,0,0,0,0,0
Beltola Tiniali ,Guwahati,,,0,0,0,0,0,0,0,0,0
Bhangagarh ,Guwahati,,,0,0,0,0,0,0,0,0,0
Bharalumukh ,Guwahati,,,0,0,0,0,0,0,0,0,0
Bhetapara ,Guwahati,,,0,0,0,0,0,0,0,0,0
Bhetapara - Ghoramara Road,Guwahati,,,0,0,0,0,0,0,0,0,0
Bhubaneswar Barua Road,Guwahati,,,0,0,0,0,0,0,0,0,0
Bishnu Rabha Path ,Guwahati,,,0,0,0,0,0,0,0,0,0
Borbari ,Guwahati,,,0,0,0,0,0,0,0,0,0
Borjhar ,Guwahati,,,0,0,0,0,0,0,0,0,0
Chandmari ,Guwahati,,,0,0,0,0,0,0,0,0,0
Chatribari ,Guwahati,,,0,0,0,0,0,0,0,0,0
Chenikuthi ,Guwahati,,,0,0,0,0,0,0,0,0,0
Christian Basti ,Guwahati,,,0,0,0,0,0,0,0,0,0
Dharapur ,Guwahati,,,0,0,0,0,0,0,0,0,0
Dispur ,Guwahati,,,0,0,0,0,0,0,0,0,0
Dr Bhabendra Nath Saikia Path,Guwahati,,,0,0,0,0,0,0,0,0,0
Fatasil bazaar ,Guwahati,,,0,0,0,0,0,0,0,0,0
Gandhi Basti,Guwahati,,,0,0,0,0,0,0,0,0,0
Ganesh Mandir Road,Guwahati,,,0,0,0,0,0,0,0,0,0
Ganeshguri ,Guwahati,,,0,0,0,0,0,0,0,0,0
Garchuk ,Guwahati,,,0,0,0,0,0,0,0,0,0
Geetanagar ,Guwahati,,,0,0,0,0,0,0,0,0,0
GS Road ,Guwahati,,,0,0,0,0,0,0,0,0,0
Guwahati-Shillong Road ,Guwahati,,,0,0,0,0,0,0,0,0,0
Hatigaon ,Guwahati,,,0,0,0,0,0,0,0,0,0
Hengerabari,Guwahati,,,0,0,0,0,0,0,0,0,0
Jalukbari ,Guwahati,,,0,0,0,0,0,0,0,0,0
Jalukbari ,Guwahati,,,0,0,0,0,0,0,0,0,0
Japorigog ,Guwahati,,,0,0,0,0,0,0,0,0,0
Jayanagar Road ,Guwahati,,,0,0,0,0,0,0,0,0,0
Jorpukhuri ,Guwahati,,,0,0,0,0,0,0,0,0,0
Juripar Path ,Guwahati,,,0,0,0,0,0,0,0,0,0
Jyotinagar Road,Guwahati,,,0,0,0,0,0,0,0,0,0
Kahi Kuchi,Guwahati,,,0,0,0,0,0,0,0,0,0
Kahilipara ,Guwahati,,,0,0,0,0,0,0,0,0,0
Kala Pahar ,Guwahati,,,0,0,0,0,0,0,0,0,0
Kedar Road ,Guwahati,,,0,0,0,0,0,0,0,0,0
Khanapara ,Guwahati,,,0,0,0,0,0,0,0,0,0
Kharghuli Hills,Guwahati,,,0,0,0,0,0,0,0,0,0
KK Road ,Guwahati,,,0,0,0,0,0,0,0,0,0
Lakhimi Nagar,Guwahati,,,0,0,0,0,0,0,0,0,0
Lal Ganesh ,Guwahati,,,0,0,0,0,0,0,0,0,0
Lokhra ,Guwahati,,,0,0,0,0,0,0,0,0,0
Lokhra Road ,Guwahati,,,0,0,0,0,0,0,0,0,0
Maligaon ,Guwahati,,,0,0,0,0,0,0,0,0,0
Manik Nagar ,Guwahati,,,0,0,0,0,0,0,0,0,0
Mother Teresa Road ,Guwahati,,,0,0,0,0,0,0,0,0,0
Narengi Tinali ,Guwahati,,,0,0,0,0,0,0,0,0,0
Narikalbasti ,Guwahati,,,0,0,0,0,0,0,0,0,0
NH-37 ,Guwahati,,,0,0,0,0,0,0,0,0,0
Noonmati ,Guwahati,,,0,0,0,0,0,0,0,0,0
Panjabari ,Guwahati,,,0,0,0,0,0,0,0,0,0
Pator Kuchi ,Guwahati,,,0,0,0,0,0,0,0,0,0
PNGB Road ,Guwahati,,,0,0,0,0,0,0,0,0,0
Rajgarh ,Guwahati,,,0,0,0,0,0,0,0,0,0
Rehabari ,Guwahati,,,0,0,0,0,0,0,0,0,0
Rehabari ,Guwahati,,,0,0,0,0,0,0,0,0,0
RG Baruah Road ,Guwahati,,,0,0,0,0,0,0,0,0,0
Rukmini Gaon ,Guwahati,,,0,0,0,0,0,0,0,0,0
Rukmininagar ,Guwahati,,,0,0,0,0,0,0,0,0,0
Rupnagar Road,Guwahati,,,0,0,0,0,0,0,0,0,0
Sachal Road,Guwahati,,,0,0,0,0,0,0,0,0,0
Sewali Path ,Guwahati,,,0,0,0,0,0,0,0,0,0
Silpukhuri ,Guwahati,,,0,0,0,0,0,0,0,0,0
Silpukhuri ,Guwahati,,,0,0,0,0,0,0,0,0,0
Six Mile ,Guwahati,,,0,0,0,0,0,0,0,0,0
Sreenagar ,Guwahati,,,0,0,0,0,0,0,0,0,0
Tarun Nagar ,Guwahati,,,0,0,0,0,0,0,0,0,0
Ulubari ,Guwahati,,,0,0,0,0,0,0,0,0,0
Uzan Bazaar ,Guwahati,,,0,0,0,0,0,0,0,0,0
VIP Road ,Guwahati,,,0,0,0,0,0,0,0,0,0
Zoo Narengi Road ,Guwahati,,,0,0,0,0,0,0,0,0,0
Zoo Road ,Guwahati,,,0,0,0,0,0,0,0,0,0
Achalnath Colony,Gwalior,,,0,0,0,0,0,0,0,0,0
Aamkho Road,Gwalior,,,0,0,0,0,0,0,0,0,0
AB Road,Gwalior,,,0,0,0,0,0,0,0,0,0
Aditya Puram,Gwalior,,,0,0,0,0,0,0,0,0,0
Alkapuri ,Gwalior,,,0,0,0,0,0,0,0,0,0
Amkhoh,Gwalior,,,0,0,0,0,0,0,0,0,0
Anand Nagar,Gwalior,,,0,0,0,0,0,0,0,0,0
Army Bazariya,Gwalior,,,0,0,0,0,0,0,0,0,0
Awadhpuri ,Gwalior,,,0,0,0,0,0,0,0,0,0
Bakloh Cantt ,Gwalior,,,0,0,0,0,0,0,0,0,0
Balwant Nagar ,Gwalior,,,0,0,0,0,0,0,0,0,0
Barah Beegha Colony,Gwalior,,,0,0,0,0,0,0,0,0,0
Birla Nagar,Gwalior,,,0,0,0,0,0,0,0,0,0
Cancer Hospital Road,Gwalior,,,0,0,0,0,0,0,0,0,0
Chana Kothar,Gwalior,,,0,0,0,0,0,0,0,0,0
Daulat Ganj,Gwalior,,,0,0,0,0,0,0,0,0,0
DB City,Gwalior,,,0,0,0,0,0,0,0,0,0
DD Nagar ,Gwalior,,,0,0,0,0,0,0,0,0,0
Deedwana Oli ,Gwalior,,,0,0,0,0,0,0,0,0,0
Deen Dayal Nagar ,Gwalior,,,0,0,0,0,0,0,0,0,0
G.D.A. Mama Manik Chandra Patrakar Nagar ,Gwalior,,,0,0,0,0,0,0,0,0,0
Gadaipura,Gwalior,,,0,0,0,0,0,0,0,0,0
Gandhi Road,Gwalior,,,0,0,0,0,0,0,0,0,0
Gandhinagar,Gwalior,,,0,0,0,0,0,0,0,0,0
Ghosipura,Gwalior,,,0,0,0,0,0,0,0,0,0
Gol Pahariya,Gwalior,,,0,0,0,0,0,0,0,0,0
Govindpuri,Gwalior,,,0,0,0,0,0,0,0,0,0
Gurunanak Nagar,Gwalior,,,0,0,0,0,0,0,0,0,0
Hathiyapaur ,Gwalior,,,0,0,0,0,0,0,0,0,0
Hazira ,Gwalior,,,0,0,0,0,0,0,0,0,0
Hem Singh Ki Pared ,Gwalior,,,0,0,0,0,0,0,0,0,0
Jayendraganj,Gwalior,,,0,0,0,0,0,0,0,0,0
Jhansi Road,Gwalior,,,0,0,0,0,0,0,0,0,0
Jivaji Ganj,Gwalior,,,0,0,0,0,0,0,0,0,0
Kalpi Road,Gwalior,,,0,0,0,0,0,0,0,0,0
Kila Gate Road,Gwalior,,,0,0,0,0,0,0,0,0,0
Kishanbagh,Gwalior,,,0,0,0,0,0,0,0,0,0
Lal Sadak,Gwalior,,,0,0,0,0,0,0,0,0,0
Lalitpur Colony,Gwalior,,,0,0,0,0,0,0,0,0,0
Laltipara,Gwalior,,,0,0,0,0,0,0,0,0,0
Lashkar,Gwalior,,,0,0,0,0,0,0,0,0,0
Laxmangarh,Gwalior,,,0,0,0,0,0,0,0,0,0
Laxmi Ganj,Gwalior,,,0,0,0,0,0,0,0,0,0
Lohamandi,Gwalior,,,0,0,0,0,0,0,0,0,0
Lohiya Bazaar,Gwalior,,,0,0,0,0,0,0,0,0,0
Madhao Ganj,Gwalior,,,0,0,0,0,0,0,0,0,0
Mahalgaon,Gwalior,,,0,0,0,0,0,0,0,0,0
Model Town,Gwalior,,,0,0,0,0,0,0,0,0,0
Morar,Gwalior,,,0,0,0,0,0,0,0,0,0
Nai Sadak ,Gwalior,,,0,0,0,0,0,0,0,0,0
Naka Chandra Wadani ,Gwalior,,,0,0,0,0,0,0,0,0,0
New Collectorate Road ,Gwalior,,,0,0,0,0,0,0,0,0,0
New Colony,Gwalior,,,0,0,0,0,0,0,0,0,0
New Govindpuri ,Gwalior,,,0,0,0,0,0,0,0,0,0
New Grasim Vihar Colony,Gwalior,,,0,0,0,0,0,0,0,0,0
Nimbaji Ki Khoh,Gwalior,,,0,0,0,0,0,0,0,0,0
Outer Circular Road,Gwalior,,,0,0,0,0,0,0,0,0,0
Pandit Deendayal Nagar,Gwalior,,,0,0,0,0,0,0,0,0,0
Patel Nagar,Gwalior,,,0,0,0,0,0,0,0,0,0
Pawansut Colony,Gwalior,,,0,0,0,0,0,0,0,0,0
Phool Bagh ,Gwalior,,,0,0,0,0,0,0,0,0,0
Premnagar,Gwalior,,,0,0,0,0,0,0,0,0,0
R. J. Puram ,Gwalior,,,0,0,0,0,0,0,0,0,0
Ramji ka Pura,Gwalior,,,0,0,0,0,0,0,0,0,0
Ranipura,Gwalior,,,0,0,0,0,0,0,0,0,0
Ratan Colony ,Gwalior,,,0,0,0,0,0,0,0,0,0
Royal Enclave,Gwalior,,,0,0,0,0,0,0,0,0,0
SADA ,Gwalior,,,0,0,0,0,0,0,0,0,0
"Satyadev Nagar, Gwalior",Gwalior,,,0,0,0,0,0,0,0,0,0
Sector 4,Gwalior,,,0,0,0,0,0,0,0,0,0
Shekh Ki Bagiya,Gwalior,,,0,0,0,0,0,0,0,0,0
Shinde Ki Chhawani,Gwalior,,,0,0,0,0,0,0,0,0,0
Shiv Sadan,Gwalior,,,0,0,0,0,0,0,0,0,0
Shivaji Nagar,Gwalior,,,0,0,0,0,0,0,0,0,0
Sindhi Colony,Gwalior,,,0,0,0,0,0,0,0,0,0
Sirol Main Road,Gwalior,,,0,0,0,0,0,0,0,0,0
Tansen Nagar,Gwalior,,,0,0,0,0,0,0,0,0,0
Tansen Nagar,Gwalior,,,0,0,0,0,0,0,0,0,0
Tekanpur ,Gwalior,,,0,0,0,0,0,0,0,0,0
Thatipur,Gwalior,,,0,0,0,0,0,0,0,0,0
Tighra Road ,Gwalior,,,0,0,0,0,0,0,0,0,0
Tulsi Vihar Colony,Gwalior,,,0,0,0,0,0,0,0,0,0
Vijaynagar,Gwalior,,,0,0,0,0,0,0,0,0,0
Vinay Nagar,Gwalior,,,0,0,0,0,0,0,0,0,0
Banjara Hills,Hyderabad,,,0,0,0,0,0,0,0,0,0
Dilsukhnagar,Hyderabad,,,0,0,0,0,0,0,0,0,0
Koti,Hyderabad,,,0,0,0,0,0,0,0,0,0
Punjagutta,Hyderabad,,,0,0,0,0,0,0,0,0,0
Begumpet,Hyderabad,,,0,0,0,0,0,0,0,0,0
Jubilee Hills,Hyderabad,,,0,0,0,0,0,0,0,0,0
Mehdipatnam,Hyderabad,,,0,0,0,0,0,0,0,0,0
Ameerpet,Hyderabad,,,0,0,0,0,0,0,0,0,0
Abids,Hyderabad,,,0,0,0,0,0,0,0,0,0
A C Guards ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Abids Road ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Adarsh Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Adikmet ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Afzal Gunj ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Aghapura ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Ahmed Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Akbar Road ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Aliabad ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Amberpet ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Ameerpet X Road ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Anand Nagar Colony ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Ashok Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Asif Nagar ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Attapur ,Hyderabad,,,0,0,0,0,0,0,0,0,0
Attapur Ring Road ,Hyderabad,,,0,0,0,0,0,0,0,0,0
